transaction_id,customer_id,store_id,transaction_date,total_amount,is_duplicate
59,304,14,2025-01-01,10832.44,False
60,766,21,2025-01-01,8771.87,False
61,942,34,2025-01-02,942.11,False
62,872,12,2025-01-01,1041.82,False
63,241,26,2025-01-01,9006.52,False
64,593,39,2025-01-01,14135.62,False
65,598,37,2025-01-05,9366.85,False
66,686,46,2025-01-03,4882.27,False
67,688,42,2025-01-03,3732.55,False
68,959,5,2025-01-01,6966.92,False
69,103,5,2025-01-05,6982.63,False
70,956,23,2025-01-01,3354.68,False
71,162,29,2025-01-07,13213.2,False
72,827,42,2025-01-05,8239.63,False
73,307,43,2025-01-01,315.78,False
74,119,7,2025-01-06,14096.16,False
75,620,14,2025-01-06,8387.71,False
76,874,17,2025-01-05,5274.63,False
77,867,4,2025-01-01,7430.27,False
78,46,1,2025-01-03,9587.41,False
79,269,11,2025-01-06,11612.56,False
80,575,1,2025-01-01,6739.17,False
81,926,10,2025-01-05,1313.61,False
82,566,10,2025-01-04,733.22,False
83,921,3,2025-01-03,2086.19,False
84,106,23,2025-01-07,3309.13,False
85,998,40,2025-01-06,8486.28,False
86,886,11,2025-01-07,2487.39,False
87,26,12,2025-01-06,12199.42,False
88,422,43,2025-01-07,13882.41,False
89,164,45,2025-01-01,11078.85,False
90,482,15,2025-01-02,0.0,False
91,313,15,2025-01-02,12285.48,False
92,337,18,2025-01-07,550.23,False
93,360,42,2025-01-05,1227.43,False
94,550,22,2025-01-01,6115.24,False
95,183,38,2025-01-03,1907.06,False
96,354,47,2025-01-07,766.21,False
97,524,8,2025-01-04,4842.42,False
98,46,46,2025-01-04,13512.67,False
99,552,44,2025-01-06,225.03,False
100,202,24,2025-01-04,14115.89,False
101,339,40,2025-01-03,1235.61,False
102,922,20,2025-01-05,10018.13,False
103,413,45,2025-01-03,4777.41,False
104,681,25,2025-01-06,8405.3,False
105,583,20,2025-01-04,11272.39,False
106,294,14,2025-01-04,8309.47,False
107,330,30,2025-01-04,11829.23,False
108,485,48,2025-01-02,6743.97,False
109,680,41,2025-01-05,9950.99,False
110,770,16,2025-01-06,5160.79,False
111,151,2,2025-01-01,4794.21,False
112,871,50,2025-01-01,3823.67,False
113,590,13,2025-01-06,6940.16,False
114,250,10,2025-01-06,10506.04,False
115,882,50,2025-01-01,10376.81,False
116,824,45,2025-01-05,11720.62,False
117,940,8,2025-01-04,7075.34,False
118,544,36,2025-01-05,2173.42,False
119,454,40,2025-01-07,4896.01,False
120,851,36,2025-01-04,10845.25,False
121,487,29,2025-01-03,13478.68,False
122,284,50,2025-01-07,11326.3,False
123,282,29,2025-01-01,7915.24,False
124,344,21,2025-01-05,10760.46,False
125,393,45,2025-01-02,1392.55,False
126,418,22,2025-01-05,10655.0,False
127,853,27,2025-01-04,7095.68,False
128,713,2,2025-01-07,13591.61,False
129,489,1,2025-01-03,13233.72,False
130,914,27,2025-01-05,4619.47,False
131,618,15,2025-01-04,11263.23,False
132,30,25,2025-01-03,3447.44,False
133,742,11,2025-01-07,10099.33,False
134,638,35,2025-01-01,7117.37,False
135,679,2,2025-01-01,13622.55,False
136,473,12,2025-01-01,9712.69,False
137,466,21,2025-01-03,4050.31,False
138,771,27,2025-01-03,11466.2,False
139,768,35,2025-01-01,12556.68,False
140,666,5,2025-01-07,14998.64,False
141,32,16,2025-01-02,0.0,False
142,245,9,2025-01-04,12620.59,False
143,224,30,2025-01-06,10107.99,False
144,621,39,2025-01-06,3992.41,False
145,168,20,2025-01-01,10831.69,False
146,590,44,2025-01-04,8764.53,False
147,78,38,2025-01-06,6070.49,False
148,714,50,2025-01-03,12492.46,False
149,124,37,2025-01-07,12784.34,False
150,678,24,2025-01-01,807.82,False
151,870,27,2025-01-07,7688.22,False
152,371,41,2025-01-07,7454.99,False
153,181,47,2025-01-05,7004.14,False
154,828,35,2025-01-07,14489.01,False
155,749,38,2025-01-03,7355.76,False
156,958,6,2025-01-03,4970.11,False
157,476,37,2025-01-05,13248.14,False
158,507,21,2025-01-02,10089.19,False
159,265,22,2025-01-03,7415.74,False
160,283,36,2025-01-01,13228.74,False
161,248,47,2025-01-04,7846.08,False
162,708,31,2025-01-06,7430.95,False
163,18,6,2025-01-03,10735.27,False
164,314,43,2025-01-05,3479.63,False
165,353,28,2025-01-06,5661.5,False
166,465,18,2025-01-03,8345.75,False
167,198,21,2025-01-01,3920.77,False
168,707,12,2025-01-02,11194.64,False
169,742,38,2025-01-07,3402.49,False
170,103,13,2025-01-03,7964.63,False
171,15,46,2025-01-05,3566.75,False
172,56,36,2025-01-03,0.0,False
173,890,49,2025-01-04,10521.78,False
174,292,31,2025-01-04,1718.3,False
175,53,17,2025-01-07,6718.94,False
176,411,32,2025-01-01,7270.39,False
177,156,10,2025-01-07,8739.91,False
178,255,8,2025-01-05,8530.03,False
179,810,40,2025-01-02,11513.76,False
180,931,29,2025-01-03,11680.26,False
181,313,37,2025-01-05,12930.47,False
182,102,49,2025-01-02,1091.41,False
183,84,11,2025-01-02,9457.62,False
184,3,27,2025-01-04,2772.44,False
185,34,15,2025-01-03,10402.69,False
186,465,5,2025-01-06,10662.95,False
187,811,41,2025-01-05,3654.67,False
188,436,8,2025-01-05,9985.51,False
189,273,10,2025-01-01,3527.18,False
190,610,48,2025-01-07,1082.64,False
191,128,30,2025-01-06,8624.26,False
192,279,33,2025-01-05,4700.55,False
193,41,28,2025-01-06,7508.17,False
194,94,15,2025-01-06,4970.36,False
195,974,2,2025-01-07,12572.19,False
196,42,49,2025-01-07,10149.77,False
197,453,18,2025-01-02,2792.82,False
198,834,32,2025-01-01,14954.79,False
199,329,43,2025-01-01,7156.15,False
200,711,32,2025-01-03,12894.45,False
201,779,36,2025-01-01,10006.24,False
202,332,8,2025-01-07,6931.42,False
203,2,43,2025-01-07,6181.79,False
204,193,34,2025-01-03,8230.39,False
205,453,49,2025-01-01,9414.98,False
206,950,19,2025-01-04,3212.66,False
207,30,41,2025-01-05,13236.53,False
208,319,36,2025-01-01,12029.84,False
209,862,8,2025-01-04,8373.32,False
210,158,32,2025-01-06,14216.5,False
211,426,31,2025-01-04,4519.55,False
212,393,13,2025-01-05,3807.22,False
213,885,5,2025-01-03,7721.97,False
214,349,33,2025-01-03,11635.59,False
215,306,38,2025-01-05,12344.13,False
216,153,29,2025-01-05,14983.75,False
217,782,35,2025-01-04,7368.25,False
218,194,45,2025-01-02,6939.1,False
219,795,27,2025-01-01,8662.61,False
220,936,25,2025-01-04,4909.01,False
221,668,10,2025-01-04,14828.53,False
222,989,38,2025-01-03,14479.4,False
223,451,7,2025-01-05,13071.56,False
224,148,27,2025-01-07,13674.54,False
225,481,17,2025-01-03,9890.76,False
226,83,22,2025-01-07,9424.24,False
227,978,21,2025-01-06,10180.49,False
228,894,35,2025-01-01,10837.02,False
229,701,19,2025-01-02,9338.4,False
230,101,49,2025-01-06,11252.14,False
231,171,45,2025-01-03,10617.58,False
232,816,4,2025-01-03,0.0,False
233,251,34,2025-01-04,5505.26,False
234,175,12,2025-01-01,8575.74,False
235,700,16,2025-01-04,9220.48,False
236,473,41,2025-01-03,13709.87,False
237,921,30,2025-01-03,7001.64,False
238,453,23,2025-01-05,10228.64,False
239,707,17,2025-01-04,4627.48,False
240,394,31,2025-01-01,12710.5,False
241,589,19,2025-01-06,3710.64,False
242,675,26,2025-01-03,4569.42,False
243,797,48,2025-01-01,319.85,False
244,853,19,2025-01-07,13677.13,False
245,361,15,2025-01-06,12023.13,False
246,774,47,2025-01-07,3013.95,False
247,644,7,2025-01-06,9955.89,False
248,452,3,2025-01-05,9765.84,False
249,932,19,2025-01-03,5599.95,False
250,136,35,2025-01-03,11262.72,False
251,851,11,2025-01-03,8056.62,False
252,991,19,2025-01-06,13727.92,False
253,480,5,2025-01-02,13081.87,False
254,693,47,2025-01-06,11361.44,False
255,824,36,2025-01-03,14703.15,False
256,271,35,2025-01-01,1536.48,False
257,689,17,2025-01-05,6930.83,False
258,381,7,2025-01-06,5839.18,False
259,906,36,2025-01-03,0.0,False
260,65,41,2025-01-07,13745.79,False
261,665,27,2025-01-01,7071.16,False
262,312,32,2025-01-01,2268.7,False
263,139,25,2025-01-04,1638.44,False
264,714,35,2025-01-04,5690.97,False
265,907,27,2025-01-06,8892.64,False
266,418,18,2025-01-01,1665.52,False
267,456,16,2025-01-07,10416.15,False
268,377,35,2025-01-06,5567.75,False
269,195,8,2025-01-07,5508.37,False
270,218,42,2025-01-06,12398.03,False
271,806,22,2025-01-02,0.0,False
272,211,5,2025-01-07,14834.55,False
273,222,15,2025-01-03,11524.33,False
274,611,1,2025-01-03,11660.65,False
275,134,35,2025-01-03,12904.41,False
276,888,2,2025-01-02,12018.0,False
277,244,38,2025-01-03,419.93,False
278,130,48,2025-01-04,433.56,False
279,488,29,2025-01-07,7986.07,False
280,463,33,2025-01-02,5558.18,False
281,803,43,2025-01-05,0.0,False
282,32,4,2025-01-04,4664.13,False
283,111,32,2025-01-06,12740.02,False
284,83,21,2025-01-05,13663.57,False
285,640,41,2025-01-05,2395.34,False
286,612,34,2025-01-03,8315.68,False
287,102,45,2025-01-01,6914.99,False
288,788,36,2025-01-06,12821.33,False
289,910,15,2025-01-04,13009.29,False
290,426,47,2025-01-01,5216.19,False
291,262,24,2025-01-02,4825.72,False
292,94,6,2025-01-01,10364.95,False
293,382,9,2025-01-05,6591.77,False
294,576,22,2025-01-06,1087.72,False
295,682,49,2025-01-04,2009.02,False
296,992,19,2025-01-05,13047.76,False
297,520,14,2025-01-02,4824.24,False
298,111,23,2025-01-07,9919.7,False
299,286,37,2025-01-02,8432.73,False
300,998,50,2025-01-07,12146.88,False
301,571,2,2025-01-05,9401.51,False
302,274,2,2025-01-02,13950.45,False
303,944,22,2025-01-03,4244.4,False
304,580,43,2025-01-04,290.37,False
305,996,2,2025-01-01,1229.86,False
306,430,30,2025-01-03,11242.45,False
307,333,50,2025-01-05,2529.66,False
308,160,11,2025-01-07,9024.11,False
309,279,29,2025-01-06,9344.01,False
310,425,18,2025-01-02,6475.42,False
311,441,8,2025-01-03,11373.16,False
312,540,43,2025-01-03,10237.62,False
313,614,4,2025-01-01,872.18,False
314,786,9,2025-01-07,3225.46,False
315,8,32,2025-01-06,3981.69,False
316,546,46,2025-01-02,6573.69,False
317,826,23,2025-01-01,7603.88,False
318,447,2,2025-01-04,6076.65,False
319,590,28,2025-01-05,13833.2,False
320,297,8,2025-01-04,6185.46,False
321,821,40,2025-01-04,508.68,False
322,91,28,2025-01-07,12513.98,False
323,411,34,2025-01-01,1766.77,False
324,348,15,2025-01-03,6057.35,False
325,649,8,2025-01-05,11730.94,False
326,358,23,2025-01-06,7747.29,False
327,152,16,2025-01-01,14381.71,False
328,617,10,2025-01-07,2367.37,False
329,975,50,2025-01-06,11435.46,False
330,779,38,2025-01-04,7512.93,False
331,659,41,2025-01-05,10280.78,False
332,324,10,2025-01-04,4983.48,False
333,311,18,2025-01-05,1210.64,False
334,318,30,2025-01-04,1031.35,False
335,294,5,2025-01-06,756.59,False
336,630,39,2025-01-05,12990.9,False
337,978,48,2025-01-01,5890.34,False
338,668,13,2025-01-03,6856.06,False
339,981,4,2025-01-04,9154.09,False
340,352,46,2025-01-01,1731.83,False
341,254,46,2025-01-04,7667.33,False
342,625,11,2025-01-03,14866.59,False
343,419,50,2025-01-03,5718.21,False
344,647,42,2025-01-03,10247.69,False
345,695,25,2025-01-03,1175.5,False
346,988,39,2025-01-07,3929.54,False
347,680,10,2025-01-03,2425.53,False
348,679,26,2025-01-02,4791.43,False
349,318,36,2025-01-04,9006.61,False
350,131,43,2025-01-06,9723.7,False
351,702,34,2025-01-01,12468.59,False
352,371,2,2025-01-03,9761.17,False
353,350,50,2025-01-04,4771.22,False
354,159,5,2025-01-03,3041.68,False
355,790,35,2025-01-07,12697.54,False
356,678,22,2025-01-07,11131.93,False
357,158,11,2025-01-02,9346.87,False
358,829,11,2025-01-06,12503.91,False
359,693,47,2025-01-02,6677.57,False
360,771,48,2025-01-07,14549.91,False
361,317,31,2025-01-07,6844.13,False
362,585,29,2025-01-04,3071.44,False
363,515,34,2025-01-04,11587.69,False
364,821,39,2025-01-02,14500.77,False
365,493,24,2025-01-05,13120.43,False
366,529,8,2025-01-03,14027.54,False
367,461,33,2025-01-02,1441.35,False
368,933,15,2025-01-07,12499.49,False
369,28,27,2025-01-01,6876.69,False
370,396,6,2025-01-03,6067.52,False
371,102,46,2025-01-06,3523.17,False
372,40,19,2025-01-07,5162.3,False
373,778,46,2025-01-04,7192.33,False
374,82,2,2025-01-03,6839.3,False
375,963,47,2025-01-05,3391.69,False
376,296,16,2025-01-03,8011.02,False
377,655,40,2025-01-04,2003.36,False
378,512,39,2025-01-05,1129.55,False
379,248,46,2025-01-02,443.24,False
380,362,16,2025-01-05,4510.83,False
381,88,34,2025-01-03,6365.2,False
382,520,33,2025-01-05,1201.65,False
383,45,41,2025-01-04,500.95,False
384,17,23,2025-01-07,14719.38,False
385,673,41,2025-01-01,1199.88,False
386,341,9,2025-01-01,11618.22,False
387,659,12,2025-01-07,5414.03,False
388,713,31,2025-01-06,11731.31,False
389,734,50,2025-01-04,2897.71,False
390,811,13,2025-01-01,747.36,False
391,408,35,2025-01-04,4870.82,False
392,196,19,2025-01-03,3949.04,False
393,672,22,2025-01-03,0.0,False
394,911,26,2025-01-06,2042.23,False
395,348,12,2025-01-04,6708.1,False
396,817,34,2025-01-03,10442.61,False
397,81,28,2025-01-05,12056.99,False
398,301,21,2025-01-01,14927.45,False
399,314,29,2025-01-05,1385.02,False
400,455,23,2025-01-04,10821.41,False
401,362,40,2025-01-04,826.86,False
402,971,4,2025-01-01,4263.42,False
403,526,48,2025-01-06,10133.52,False
404,870,39,2025-01-06,0.0,False
405,69,16,2025-01-07,0.0,False
406,973,37,2025-01-01,9748.41,False
407,972,24,2025-01-03,9155.4,False
408,141,34,2025-01-03,6770.3,False
409,256,8,2025-01-01,6090.9,False
410,397,36,2025-01-01,11087.99,False
411,457,14,2025-01-05,4074.29,False
412,503,13,2025-01-01,4426.54,False
413,177,46,2025-01-04,2208.78,False
414,991,21,2025-01-06,14959.48,False
415,556,19,2025-01-03,5341.89,False
416,950,45,2025-01-06,12800.16,False
417,230,8,2025-01-02,2776.55,False
418,506,2,2025-01-03,11922.57,False
419,823,36,2025-01-02,8399.52,False
420,317,26,2025-01-06,9256.84,False
421,788,27,2025-01-07,10839.27,False
422,325,42,2025-01-01,8708.53,False
423,353,9,2025-01-07,6859.62,False
424,187,50,2025-01-02,11747.89,False
425,57,8,2025-01-05,6602.75,False
426,331,46,2025-01-02,2464.63,False
427,917,19,2025-01-07,5321.14,False
428,980,36,2025-01-03,1367.13,False
429,547,6,2025-01-05,2052.52,False
430,595,10,2025-01-02,9686.61,False
431,620,22,2025-01-07,9949.25,False
432,885,2,2025-01-01,0.0,False
433,591,17,2025-01-06,872.83,False
434,633,41,2025-01-01,3319.96,False
435,297,42,2025-01-03,7570.96,False
436,702,26,2025-01-03,7347.58,False
437,162,29,2025-01-04,6912.45,False
438,622,10,2025-01-03,7366.92,False
439,882,23,2025-01-04,12949.98,False
440,576,7,2025-01-03,2135.34,False
441,461,16,2025-01-02,3777.72,False
442,394,40,2025-01-04,1632.81,False
443,164,21,2025-01-05,3874.4,False
444,164,32,2025-01-05,10872.7,False
445,510,2,2025-01-01,7108.86,False
446,990,16,2025-01-02,14189.45,False
447,289,32,2025-01-05,0.0,False
448,482,19,2025-01-05,13258.62,False
449,138,17,2025-01-06,321.03,False
450,47,26,2025-01-01,5613.51,False
451,567,19,2025-01-01,8640.17,False
452,564,18,2025-01-07,5917.96,False
453,122,9,2025-01-01,14838.54,False
454,348,36,2025-01-03,6029.77,False
455,522,26,2025-01-05,11373.48,False
456,731,22,2025-01-07,0.0,False
457,621,33,2025-01-02,7211.41,False
458,167,26,2025-01-05,5053.89,False
459,345,33,2025-01-07,11141.93,False
460,577,20,2025-01-04,7743.77,False
461,690,8,2025-01-04,12273.08,False
462,743,45,2025-01-06,8838.79,False
463,991,42,2025-01-07,594.38,False
464,234,47,2025-01-01,14586.44,False
465,645,47,2025-01-05,8836.14,False
466,842,44,2025-01-02,11664.17,False
467,113,13,2025-01-01,667.24,False
468,423,45,2025-01-02,6727.37,False
469,943,31,2025-01-07,6273.59,False
470,723,9,2025-01-05,12755.98,False
471,679,31,2025-01-05,3268.66,False
472,471,35,2025-01-03,5777.01,False
473,889,47,2025-01-06,8284.84,False
474,625,31,2025-01-02,9720.97,False
475,306,15,2025-01-03,14368.59,False
476,707,46,2025-01-04,11613.38,False
477,957,47,2025-01-03,4892.2,False
478,557,25,2025-01-04,4459.28,False
479,824,10,2025-01-03,12311.99,False
480,81,23,2025-01-04,822.58,False
481,220,13,2025-01-07,9908.39,False
482,713,18,2025-01-02,8170.95,False
483,246,16,2025-01-01,1816.55,False
484,654,15,2025-01-01,10113.54,False
485,484,7,2025-01-06,1682.93,False
486,564,11,2025-01-04,11607.34,False
487,488,31,2025-01-06,9862.81,False
488,329,19,2025-01-06,3151.95,False
489,668,37,2025-01-02,1075.61,False
490,960,3,2025-01-02,8120.25,False
491,957,3,2025-01-07,6384.7,False
492,960,48,2025-01-07,6075.52,False
493,10,20,2025-01-05,13905.39,False
494,344,19,2025-01-04,9121.19,False
495,506,9,2025-01-07,14838.67,False
496,829,8,2025-01-03,7662.35,False
497,264,46,2025-01-02,2604.92,False
498,303,37,2025-01-06,408.45,False
499,877,41,2025-01-04,11407.78,False
500,89,26,2025-01-06,12439.45,False
501,489,21,2025-01-02,1611.7,False
502,458,49,2025-01-03,301.09,False
503,741,37,2025-01-01,14319.72,False
504,242,4,2025-01-06,4070.99,False
505,416,44,2025-01-05,1949.73,False
506,789,20,2025-01-06,13861.97,False
507,303,24,2025-01-05,1937.75,False
508,490,10,2025-01-04,3468.57,False
509,426,45,2025-01-05,11266.48,False
510,822,43,2025-01-07,13709.39,False
511,773,39,2025-01-07,3432.49,False
512,541,46,2025-01-03,11853.09,False
513,64,36,2025-01-05,1355.92,False
514,169,21,2025-01-07,3191.92,False
515,211,46,2025-01-05,7901.05,False
516,457,4,2025-01-04,7434.65,False
517,578,4,2025-01-05,2152.78,False
518,741,2,2025-01-04,7043.2,False
519,224,38,2025-01-01,3965.97,False
520,66,35,2025-01-01,870.29,False
521,957,31,2025-01-01,14031.83,False
522,139,50,2025-01-06,4448.94,False
523,431,24,2025-01-04,14679.33,False
524,387,25,2025-01-01,6838.35,False
525,553,9,2025-01-06,10304.41,False
526,551,26,2025-01-05,12932.24,False
527,855,1,2025-01-07,2084.74,False
528,690,47,2025-01-05,536.48,False
529,236,16,2025-01-04,6477.09,False
530,960,47,2025-01-07,5323.16,False
531,430,40,2025-01-07,1870.1,False
532,247,14,2025-01-01,14056.32,False
533,613,44,2025-01-06,0.0,False
534,46,26,2025-01-04,13108.74,False
535,885,50,2025-01-01,3668.22,False
536,240,47,2025-01-05,2274.01,False
537,689,21,2025-01-02,4919.77,False
538,677,34,2025-01-02,4666.11,False
539,571,38,2025-01-06,6320.69,False
540,438,36,2025-01-04,13691.35,False
541,659,43,2025-01-04,893.88,False
542,427,27,2025-01-02,11829.91,False
543,551,31,2025-01-02,4638.35,False
544,725,10,2025-01-07,12770.25,False
545,423,27,2025-01-05,7052.77,False
546,262,14,2025-01-03,8043.88,False
547,868,24,2025-01-01,9771.25,False
548,53,18,2025-01-04,8127.41,False
549,895,5,2025-01-02,10170.34,False
550,688,36,2025-01-02,12108.83,False
551,341,20,2025-01-01,7295.03,False
552,760,8,2025-01-06,3334.76,False
553,249,45,2025-01-05,14993.67,False
554,246,36,2025-01-03,10615.78,False
555,547,42,2025-01-03,11677.61,False
556,904,32,2025-01-04,4764.65,False
557,481,49,2025-01-07,1659.4,False
558,321,27,2025-01-01,4939.45,False
559,150,2,2025-01-03,8525.37,False
560,738,27,2025-01-03,8389.01,False
561,389,37,2025-01-07,2455.69,False
562,967,44,2025-01-03,3836.8,False
563,990,47,2025-01-06,4008.44,False
564,751,23,2025-01-02,11145.99,False
565,189,35,2025-01-06,2271.39,False
566,860,5,2025-01-07,14367.11,False
567,423,9,2025-01-07,10089.59,False
568,155,1,2025-01-02,9534.38,False
569,633,41,2025-01-06,7684.85,False
570,676,32,2025-01-01,14021.78,False
571,13,2,2025-01-05,297.86,False
572,294,2,2025-01-05,10888.45,False
573,826,12,2025-01-01,12234.73,False
574,247,13,2025-01-05,13787.12,False
575,274,26,2025-01-01,7991.55,False
576,579,16,2025-01-06,5721.16,False
577,869,6,2025-01-06,3542.69,False
578,33,6,2025-01-04,14876.79,False
579,58,41,2025-01-01,5813.11,False
580,866,28,2025-01-06,10602.11,False
581,879,7,2025-01-05,11808.77,False
582,923,45,2025-01-05,13803.45,False
583,77,44,2025-01-03,0.0,False
584,34,12,2025-01-07,13509.81,False
585,602,10,2025-01-07,4854.37,False
586,952,5,2025-01-03,12346.22,False
587,855,25,2025-01-06,2604.26,False
588,774,48,2025-01-02,13468.58,False
589,81,33,2025-01-06,11899.37,False
590,448,15,2025-01-07,14619.99,False
591,629,39,2025-01-04,1325.07,False
592,650,18,2025-01-07,14540.02,False
593,365,36,2025-01-04,14890.27,False
594,677,25,2025-01-01,6591.35,False
595,253,46,2025-01-01,11628.08,False
596,729,41,2025-01-02,1414.16,False
597,110,6,2025-01-01,11146.9,False
598,780,18,2025-01-01,14155.81,False
599,460,36,2025-01-05,2161.1,False
600,92,23,2025-01-05,7784.12,False
601,333,25,2025-01-01,1577.35,False
602,87,47,2025-01-05,4519.34,False
603,586,34,2025-01-02,13597.07,False
604,276,20,2025-01-03,10342.68,False
605,446,18,2025-01-04,7498.23,False
606,370,17,2025-01-02,4636.33,False
607,632,13,2025-01-04,10869.31,False
608,972,26,2025-01-03,1783.19,False
609,883,22,2025-01-04,12655.88,False
610,881,42,2025-01-05,5154.1,False
611,971,45,2025-01-02,2214.64,False
612,408,21,2025-01-03,7289.34,False
613,991,37,2025-01-07,11076.14,False
614,837,26,2025-01-03,3787.88,False
615,607,35,2025-01-02,1885.54,False
616,976,47,2025-01-04,10289.35,False
617,817,19,2025-01-07,14156.03,False
618,815,27,2025-01-06,10453.96,False
619,248,17,2025-01-06,7589.69,False
620,387,5,2025-01-04,2481.32,False
621,411,35,2025-01-05,14862.37,False
622,429,35,2025-01-01,13867.74,False
623,917,35,2025-01-05,11902.67,False
624,788,16,2025-01-06,9645.07,False
625,628,3,2025-01-05,10037.47,False
626,410,49,2025-01-03,14757.4,False
627,11,7,2025-01-03,14492.61,False
628,572,38,2025-01-06,3485.62,False
629,401,30,2025-01-07,8713.48,False
630,155,23,2025-01-01,10257.42,False
631,943,6,2025-01-01,7345.01,False
632,357,20,2025-01-03,12503.5,False
633,495,23,2025-01-04,6938.92,False
634,464,21,2025-01-01,1644.82,False
635,118,2,2025-01-07,4643.91,False
636,820,11,2025-01-06,5277.55,False
637,164,22,2025-01-05,3809.91,False
638,817,26,2025-01-06,6510.27,False
639,443,26,2025-01-01,2929.89,False
640,461,38,2025-01-04,11113.35,False
641,211,18,2025-01-07,5954.77,False
642,592,7,2025-01-07,10615.64,False
643,334,13,2025-01-04,13105.29,False
644,502,34,2025-01-06,1886.53,False
645,402,38,2025-01-01,4838.38,False
646,633,12,2025-01-07,5349.28,False
647,941,40,2025-01-05,10169.12,False
648,121,16,2025-01-03,1454.33,False
649,145,33,2025-01-04,1930.84,False
650,393,28,2025-01-02,6389.94,False
651,942,42,2025-01-02,7402.72,False
652,144,12,2025-01-03,8412.71,False
653,887,23,2025-01-01,12661.38,False
654,394,36,2025-01-05,7372.21,False
655,504,27,2025-01-06,9865.43,False
656,85,37,2025-01-01,12630.4,False
657,34,18,2025-01-02,11979.04,False
658,469,37,2025-01-06,8156.61,False
659,524,8,2025-01-05,11633.71,False
660,844,24,2025-01-05,1890.26,False
661,737,29,2025-01-05,0.0,False
662,754,42,2025-01-07,3434.42,False
663,34,29,2025-01-03,3863.47,False
664,450,8,2025-01-07,5358.94,False
665,756,38,2025-01-06,12215.96,False
666,648,28,2025-01-02,5389.34,False
667,834,14,2025-01-07,9319.04,False
668,288,39,2025-01-05,1078.5,False
669,300,19,2025-01-05,2691.98,False
670,922,44,2025-01-07,4156.68,False
671,805,27,2025-01-01,1609.33,False
672,130,45,2025-01-07,14888.8,False
673,330,16,2025-01-07,2163.82,False
674,146,37,2025-01-06,12684.62,False
675,463,5,2025-01-06,4177.01,False
676,413,33,2025-01-06,11960.06,False
677,378,30,2025-01-04,4317.74,False
678,793,47,2025-01-01,5043.88,False
679,681,45,2025-01-03,11017.79,False
680,408,14,2025-01-04,12781.57,False
681,331,19,2025-01-03,12407.75,False
682,873,32,2025-01-07,8300.2,False
683,50,3,2025-01-01,5287.35,False
684,17,8,2025-01-07,9467.46,False
685,982,28,2025-01-02,2538.16,False
686,904,42,2025-01-03,14936.27,False
687,281,6,2025-01-06,2552.87,False
688,681,42,2025-01-02,5534.44,False
689,744,45,2025-01-07,966.45,False
690,721,7,2025-01-01,3665.33,False
691,608,15,2025-01-05,3358.63,False
692,713,22,2025-01-07,10263.74,False
693,711,9,2025-01-04,1984.79,False
694,749,7,2025-01-01,1248.26,False
695,141,25,2025-01-07,4837.6,False
696,657,44,2025-01-02,12237.85,False
697,625,42,2025-01-02,1212.49,False
698,644,48,2025-01-02,6713.47,False
699,454,14,2025-01-01,13814.43,False
